title,name,url,lat,long,artist,description,artist_state,address,img_link 
One in Light," ""One Harbour Green""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=478&Neighbourhood=&Ownership=&Program=, -123.120971525984,49.28925817,['Dan Corson'],"Eight stainless steel towers are anchored in the pond. They are filled with glass and resin chunks representing raw coal and rough diamonds. The ""diamonds"" have different colour hues and are illuminated at night with multi-coloured LEDs that produce white light but reflect a variety of colours. A grid of perforated pipes on the bottom of the pond release bubbles to represent a grid of streets. The patterning of the ""streets"" changes occasionally. The water is illuminated with a dark blue light.",The project was inspired by the history of the site [from glacial ice to mineral resources] and its transition into a setting for a series of beautiful residential towers set on a spectacular waterfront.,1169 West Cordova,https://app.vancouver.ca/publicart_net/Img/jpg/478.jpg
Sky Chief Pole," ""Brockton Point""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=92&Neighbourhood=&Ownership=&Program=, -123.120898,49.299283,"['Art Thompson', '', '', '', 'Tim Paul']","The pole represents the Nuu-chah-nulth people: from the top, Sky Chief, Moon, Kingfisher, Humpback Whale with Thunderbird on its back. Lightning Snake with the head of a wolf is on either side of the Whale, with Wolf below.  A man of knowledge is at the bottom.",,Stanley Park,https://app.vancouver.ca/publicart_net/Img/jpg/092.jpg
Monkey & Man," ""Main Library""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=126&Neighbourhood=&Ownership=&Program=, -123.252319,49.26707,['George Thornton Sharp'],"The stone reliefs of a monkey and a man on the corners of the frame are references to the 1925 ""monkey trial"" of John Scopes. His crime was teaching Darwin's theory of evolution which was contrary to the Bible.",The work was a gift to UBC., UBC East Mall,
Celebration Frieze," ""Templeton Pool""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=415&Neighbourhood=&Ownership=&Program=, -123.058986,49.278338,['Cyndy Chwelos'],"Over three hundred hand-painted ceramic tiles were made by members of the Hastings/Templeton community. The finished frieze is two tiles deep and wraps partway around the exterior of the pool building. The tiles are grouped into sections by background colour punctuated by black and white panels created by the artist ""Like a patch-work quilt, one piece of fabric holds it together….""","Artist Cyndy Chwelos and Templeton Secondary art teacher, Karen Coflin conceptualized the project and involved community members in painting patterns that reflect traditional imagery from their varied cultural heritages. High school Career Preparation students Debbie Jung and Elisa Chee worked many hours assisting with the project .", 700 Templeton Drive,https://app.vancouver.ca/publicart_net/Img/jpg/415.jpg
Untitled (metal forms)," ""Granville Island Pathway""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=139&Neighbourhood=&Ownership=&Program=, -123.134231,49.268934,['Anonymous'],,, Granville Island,https://app.vancouver.ca/publicart_net/Img/jpg/139.jpg
Rand and Edgar Mural (Maritime Museum Mural)," ""Vancouver Maritime Museum""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=369&Neighbourhood=&Ownership=&Program=, -123.148075,49.27753,['Frank Lewis'],This mural is an elaborately detailed and colourful depiction of the events and people in the history of the harbour of Vancouver.,"""Through a series of interconnected images,  this mural tells of the people and ships that played a vital role in shaping the history and culture of Vancouver.  Two centuries of activity are traced in time from left to right.""  (information sheet from the Maritime Museum)   In the upper left, the ""Lions"" represent the geographic outlook of Vancouver. The activity on the sea is represented by images of First Nations peoples and their canoes and Captain George Vancouver and his ship Discovery along with Valdes and Galiano and their ships Sutil and Mexicana from 1792.The image also shows Captain GH Richards who surveyed the area and his ship Plumber as well as the Beaver, the first steamship on the coast, a Hudson Bay Company supply vessel, along with others. In the diamond in the centre of the image is the Empress of Japan and its famous dragon figurehead which is in the Museum's collection.  Modern freighters and luxury steamers complete this section of the picture. The Lions Gate Bridge, built in 1939, is depicted, as is the St Roch, the RCMP patrol vessel that worked the North-West Passage in the early 1940s, which is housed in the Maritime Museum. Also shown are the Ivanhoe and the Master, wood-hulled tugs from the early 20th century. The harbour is depicted by Canada Place with its cruise ship facility and the Saskatchewan Grain Pool elevator and a Japanese freighter. The people who work in the harbour are also shown, identifiably Joe Fortes, the legendary English Bay lifeguard.                                                                                                                                                                                                   The mural was created for the Vancouver Centennial in 1986. It is a project of the Vancouver Legacies Programme in cooperation with the Vancouver Maritime Museum and a gift to the city from the firm of Rand and Edgar, Barristers and Solicitors.", 1905 Ogden Avenue,https://app.vancouver.ca/publicart_net/Img/jpg/369.jpg
subTEXT:Community Signature Project," ""Commercial Drive Bridge""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=223&Neighbourhood=&Ownership=&Program=, -123.069599,49.262759,['Susan Schuppli'],Ceramic tiles inscribed with signatures of people set in east sidewalk of bridge.,"""Historically, bridges have been the frequent site of public monuments and plaques.... In formulating this particular proposal, I also began to think about more contemporary monuments such as the Vietnam Memorial in Washington.... This monument has a profound effect on visitors as they read through the list of 58,022 names of the war dead....the monument does not reduce history to a generalized commemmoration....it identifies and reclaims each individual for a larger collective history.  For the Grandview Cut Bridges Project, I am interested in constructing a public art component which directs its primary attention to the pedestrian traffic...in vital city neighbourhoods.…"," Grandview Cut, between 8th and Broadway",https://app.vancouver.ca/publicart_net/Img/jpg/223.jpg
Capturing the View," ""Three Harbour Green""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=601&Neighbourhood=&Ownership=&Program=, -123.118827,49.288707,['Jill Anholt'],Three tapered sculptures reach upwards and outward to capture and absorb Vancouver vistas for pedestrians - vistas typically seen only from Coal Harbour penthouses,"""A composition of three sculptural tree-like towers reach upwards and outwards towards Vancouver’s most desired views: the Mountains, the Park and the Water. The art elements capture distant vistas, absorbing them within the pieces’ inner cores as glowing coloured landscapes. The sculptures’ outer shells simultaneously reflect the local surroundings reaffirming the intimacy, beauty and significance of their immediate urban context."" [http://www.jillanholt.ca/projects/capturing-the-view]",277 Thurlow Street,https://app.vancouver.ca/publicart_net/Img/jpg/601.jpg
Welcoming Walkway," ""Moberly Arts Centre""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=267&Neighbourhood=&Ownership=&Program=, -123.087683,49.215366,"['Glen Andersen', '', '', '', 'Marina Szijarto']",The project includes mosaics on the front walkway and also banners.,, 7646 Prince Albert,https://app.vancouver.ca/publicart_net/Img/jpg/267.jpg
The Postman," ""Main Post Office""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=42&Neighbourhood=&Ownership=&Program=, -123.11481,49.28063,['Paul Huba'],,, 349 West Georgia,https://app.vancouver.ca/publicart_net/Img/jpg/042.jpg
Mind Crystal," ""Queen Elizabeth Plaza""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=590&Neighbourhood=&Ownership=&Program=, -123.113895,49.280003,['Cameron Kerr'],"""Mind Crystal"" is part of a series of works based on hexagonal city planters found around Vancouver and the pattern of the human eye retina and crystal formations. It was commissioned by the Public Art Program through a selection process for artworks to celebrate the City's 125th anniversary. The forms are influenced by the shape and contingencies of the stone itself during the carving process, and was carved in China under the artist's supervision.","Kerr's sculpture is associated with images and forms that we see around us. His practice is to give new life to these associations through different materials and scale. This granite and inlay sculpture is exquisitely carved, and is visually grounded in modernist architecture, art history and local cultural iconography.",Georgia & Hamilton,https://app.vancouver.ca/publicart_net/Img/jpg/590.jpg
Japanese-Canadian War Memorial," """"", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=86&Neighbourhood=&Ownership=&Program=, -123.132011,49.301084,['James Benzie'],"This heritage monument is a round column with a light on top which sits on a round pedestal. This granite columnar monument was erected by the Japanese Association for Canadian Men of Japanese Descent to honour those who fought in W.W. I.  On May 10, 1932, cherry trees, the Japanese emblem of peace, were planted around the Memorial.",,Stanley Park,https://app.vancouver.ca/publicart_net/Img/jpg/086.jpg
Untitled (Cenotaph)," ""Grandview Park""", https://app.vancouver.ca/PublicArt_Net/ArtworkDetails.aspx?ArtworkID=22&Neighbourhood=&Ownership=&Program=, -123.069796,49.27352,['Unknown'],,,Commercial Dr. & William Street,https://app.vancouver.ca/publicart_net/Img/jpg/022.jpg
